,Date,Title,Link,News_description
438," April 16, 2021  11:01:16 pm","
IPL 2021 PBKS vs CSK: When and Where to Watch Punjab Kings vs Chennai Super Kings match?
",https://indianexpress.com/article/sports/ipl/ipl-2021-pbks-vs-csk-live-streaming-when-and-where-to-watch-punjab-kings-vs-chennai-super-kings-match-7276046/,"IPL 2021 PBKS vs CSK: With the dew playing a crucial role at Wankhede, the side winning the toss would want to bowl first.
"
439," April 16, 2021  11:01:16 pm","
Samoa Joe, Mickie James, and others react after their WWE release
",https://indianexpress.com/article/sports/wwe-wrestling/samoa-joe-mickie-james-others-react-wwe-release-7275988/,"Samoa Joe bid adieu by making a reference to WWE’s infamous 90-day non-compete clause, and also had a little fun with CM Punk on social media."
440," April 16, 2021  11:01:16 pm","
IPL 2021, PBKS vs CSK: MS Dhoni vs KL Rahul
",https://indianexpress.com/article/sports/ipl/pbks-vs-csk-predicted-playing-11-ipl-2021-live-updates-7275962/,IPL 2021: Chennai Super Kings won the toss and have opted to field. 
441," April 16, 2021  11:01:16 pm","
Novak Djokovic counts Evans loss among his worst performances in many years
",https://indianexpress.com/article/sports/tennis/novak-djokovic-counts-evans-loss-among-his-worst-performances-in-many-years-7275953/,Novak Djokovic went into his first meeting against the 33rd-ranked Evans with a 10-0 record in 2021 but exited the ATP Masters 1000 event after an error-prone show in chilly and blustery conditions. 
442," April 16, 2021  11:01:16 pm","
Tottenham’s new paint supplier appears to mock club on Social Media
",https://indianexpress.com/article/sports/football/tottenhams-new-paint-supplier-appears-to-mock-club-on-social-media-7275905/,"Dulux started the day by announcing that their new sponsorship featuring their traditional mascot, the old English sheep dog.
"
443," April 16, 2021  11:01:16 pm","
RR vs DC: Rajasthan Royals skipper Sanju Samson says he had lost hopes of win
",https://indianexpress.com/article/sports/ipl/ipl-2021-rr-vs-dc-rajasthan-royals-skipper-sanju-samson-says-he-had-lost-hopes-of-win-7275782/,"Chasing 148 for their first win of the season, the Royals were reeling at 42 for five but the South African players pulled off a three-wicket win with Miller hitting 62 and Morris producing a breathtaking 36 off 18 balls."
444," April 16, 2021  11:01:16 pm","
Arsenal, Man Utd, Roma, Villarreal into Europa League semis
",https://indianexpress.com/article/sports/football/uefa-europa-league-arsenal-man-utd-roma-villarreal-into-europa-league-semis-7275770/,"Arsenal and Roma were under pressure to advance because the Europa League represents their only chance of winning a trophy this season and their only realistic route into next season’s Champions League, owing to their lowly current placing in their domestic leagues."
445," April 16, 2021  11:01:16 pm","
Supreme Court adjourns BCCI plea to amend constitution
",https://indianexpress.com/article/sports/cricket/supreme-court-adjourns-bcci-plea-to-amend-constitution-7275669/,"The Board of Control for Cricket in India constitution, drawn up based on the Justice (retd) R M Lodha Committee recommendations, mandates a three-year cooling-off after six years in the position for an office-bearer—at the state level or at the BCCI."
446," April 16, 2021  11:01:16 pm","
RR vs DC: Protea power boosts Royals
",https://indianexpress.com/article/sports/ipl/protea-power-boosts-royals-david-miller-chris-morris-rr-vs-dc-7275525/,Proteas’ swagger and Unadkat’s clever deceptions take Royals home
447," April 16, 2021  11:01:16 pm","
Humbled by the virus, Chirag-Satwik find Plan B to achieve Olympic dream
",https://indianexpress.com/article/sports/badminton/chirag-shetty-satwiksairaj-rankireddy-tokyo-olympics-plan-b-7275406/,"Affected deeply by the virus, star badminton duo Chirag Shetty and Satwiksairaj Rankireddy find a new perspective to their sport and a new approach to their Olympic quest."
448," April 16, 2021  11:01:16 pm","
Srihari Natarajan takes gold with personal best, narrowly misses Olympic ‘A’ cut
",https://indianexpress.com/article/sports/sport-others/srihari-natarajan-uzbekistan-swimming-olympic-cut-close-7275380/,"The-20-year-old, who had achieved the 'B' standard time for the Tokyo Games at the 2019 FINA Junior World Championships, clocked his personal best of 54.07s in the final event to win the gold."
449," April 16, 2021  11:01:16 pm","
ACL 2021: With strong midfield and backline, FC Goa hold Qatar’s Al Rayyan
",https://indianexpress.com/article/sports/football/afc-champions-league-fc-goa-vs-al-rayyan-report-7275335/,"The goalless draw in Fatorda brought hope of Indian teams able to match stronger sides but as seen in the past consistency can be a bugbear, be it a club or the national team."
450," April 16, 2021  11:01:16 pm","
BCCI Central Contracts: Virat Kohli, Rohit Sharma, Jasprit Bumrah remain in top tier
",https://indianexpress.com/article/sports/cricket/bcci-central-contracts-kohli-rohit-bumrah-top-tier-7275330/,"Hardik Pandya is one of the notable promotions to Grade A, which is worth Rs 5 crore, while Shubman Gill and Mohammed Siraj have got their maiden central contracts worth Rs 1 crore in Grade C."
451," April 15, 2021  7:40:49 pm","
IPL 2021: With Axar Patel out, Shams Mulani becomes first COVID-19 back-up
",https://indianexpress.com/article/sports/ipl/shams-mulani-dc-ipl-2021-axar-patel-covid-19-back-up-7275233/,Delhi Capitals has also substituted injured captain Shreyas Iyer with Karnataka off-spinner Aniruddha Joshi for the remainder of the IPL 2021 campaign.
452," April 15, 2021  7:40:49 pm","
In unchartered territory: India to play Latvia in Billie Jean King Cup playoff tie
",https://indianexpress.com/article/sports/tennis/billie-jean-king-cup-india-vs-latvia-play-offs-preview-7275175/,India will have to punch above their weight on Friday when they take on Latvia – a side that has 2017 French Open champion Jelena Ostapenko and 2018 US Open semi-finalist Anastasija Sevastova.
453," April 15, 2021  7:40:49 pm","
Mirabai Chanu, Jeremy Lalrinnunga eye good show at Asian Weightlifting Championship
",https://indianexpress.com/article/sports/sport-others/mirabai-chanu-jerermy-lalrinnunga-eye-good-show-at-asian-weightlifting-championship-7275072/,Mirabai Chanu will look to put her best foot forward after spending more than a year without competition when she spearheads the Indian challenge at the Asian Weightlifting Championship starting Friday.
454," April 15, 2021  7:40:49 pm","
‘Distance makes sense’: Caster Semenya pins Tokyo hopes on 5,000 metres
",https://indianexpress.com/article/sports/sport-others/caster-semenya-tokyo-olympics-5000-metres-hopes-7275060/,Caster Semenya says that she's likely to focus on long-distance events as that could be her best hope of running at this year's Tokyo Olympics after being barred from defending her 800-metre title.
455," April 15, 2021  7:40:49 pm","
IPL 2021, RR vs DC Highlights: Chris Morris finishes off in style, Rajasthan win by 3 wickets
",https://indianexpress.com/article/sports/ipl/ipl-2021-rr-vs-dc-live-cricket-score-online-7274985/,"IPL 2021, RR vs DC Highlights: David Miller kept the run chase alive with his 10th IPL fifty as he was picked as a replacement for an injured Ben Stokes"
456," April 15, 2021  7:40:49 pm","
IPL 2021: Glenn Maxwell showing lot of maturity for RCB, says Simon Katich
",https://indianexpress.com/article/sports/ipl/glenn-maxwell-rcb-ipl-2021-maturity-simon-katich-comments-7274929/,"Glenn Maxwell, who was bought by RCB for Rs 14.25 crore at the IPL 2021 auction, has justified the faith shown in him by playing two match-winning knocks in their back-to-back wins this season."
457," April 15, 2021  7:40:49 pm","
No fans in stands: Rafael Nadal, Novak Djokovic miss the ‘energy’
",https://indianexpress.com/article/sports/tennis/monte-carlo-masters-nadal-djokovic-fans-energy-comments-7274921/,"Rafael Nadal lost some of his intensity during his 6-1, 6-2 win over Federico Delbonis at the Monte Carlo Masters and he was in no doubt the absence of fans took something away from the match."
458," April 15, 2021  7:40:49 pm","
Akhil Rabindra: From go-karting in Bangalore to only Asian at GT4 European Series
",https://indianexpress.com/article/sports/motor-sport/akhil-rabindra-gt4-european-series-interview-7274793/,"The 24-year-old Rabindra recalls his journey from obsessing over cars as a kid, enjoying recreational go-karting to becoming the first Asian to be re-selected by the Aston Martin Racing Academy."
459," April 15, 2021  7:40:49 pm","
Asian Wrestling Championship: Sarita Mor in final; Seema Bisla, Pooja fight for bronze
",https://indianexpress.com/article/sports/sport-others/asian-wrestling-championship-sarita-mor-in-final-seema-bisla-pooja-fight-for-bronze-7274820/,Reigning title holder Sarita Mor made an impressive comeback after a narrow opening-round defeat to storm into the 59kg final.
460," April 15, 2021  7:40:49 pm","
RR vs DC, IPL 2021: When and where to watch
",https://indianexpress.com/article/sports/ipl/rr-vs-dc-ipl-2021-live-streaming-7274506/,IPL 2021 RR vs DC: Rajasthan Royals take on Delhi Capitals on Thursday
461," April 15, 2021  7:40:49 pm","
Tokyo Games: Officials say cancelation, no fans still option
",https://indianexpress.com/article/sports/tokyo-games-officials-say-cancelation-no-fans-still-option-7274737/,"Toshihiro Nikai, the secretary general of the ruling Liberal Democratic Party, suggested the cancellation just a day after Tokyo reached the 100-days-to-go mark on Wednesday."
462," April 15, 2021  7:40:49 pm","
IPL 2021 Preview: CSK eye improved bowling effort against formidable PBKS
",https://indianexpress.com/article/sports/ipl/csk-eye-improved-bowling-effort-against-formidable-punjab-kings-7274673/,"The two sides experienced contrasting fortunes in their respective tournament openers. While CSK lost by seven wickets against DC, PBKS eked out a four-run win over RR in a high-scoring thriller."
463," April 15, 2021  7:40:49 pm","
Virat Kohli named Wisden Almanack’s ODI cricketer of the 2010s; Tendulkar, Kapil also awarded
",https://indianexpress.com/article/sports/cricket/virat-kohli-named-wisden-almanacks-odi-cricketer-of-the-2010s-tendulkar-kapil-also-awarded-7274595/,"""To commemorate the 50th anniversary of the first One-Day International, five ODI cricketers of the decade have been named in the 2021 edition of the Wisden Cricketers' Almanack,"" the reference book, often described as Bible of Cricket, stated."
464," April 15, 2021  7:40:49 pm","
Viswanathan Anand’s father dies
",https://indianexpress.com/article/sports/chess/viswanathan-anands-father-dies-7274546/,Anand's wife Aruna described him as a great support to the celebrated chess player.
465," April 15, 2021  7:40:49 pm","
Umpires got it right: SRH coach Trevor Bayliss on Harshal Patel’s full toss no-ball
",https://indianexpress.com/article/sports/ipl/umpires-got-it-right-srh-coach-trevor-bayliss-on-harshal-patels-full-toss-no-ball-7274484/,"Harshal had bowled the first no-ball in the 18th over (fourth ball) but it was down the leg-side and was not warned. However, when he bowled a high full toss in the final over, he was issued a warning."
466," April 15, 2021  7:40:49 pm","
IPL 2021, RR vs DC: Rajasthan without Ben Stokes against Delhi Capitals
",https://indianexpress.com/article/sports/ipl/rr-vs-dc-predicted-playing-11-ipl-2021-live-updates-7274465/,"IPL 2021, RR vs DC: Rajasthan Royals take on Delhi Capitals without Ben Stokes at the Wankhede Stadium on Thursday."
467," April 15, 2021  7:40:49 pm","
Champions League: Man City beat Dortmund, Madrid trump Liverpool to return to semis
",https://indianexpress.com/article/sports/football/champions-league-man-city-beat-dortmund-madrid-beat-liverpool-to-return-to-semis-7274377/,Zidane is leading Real Madrid into the semifinals of the Champions League. Klopp will finish the season without a trophy.
468," April 15, 2021  7:40:49 pm","
Not getting over excited with the wins, we have plans: Virat Kohli
",https://indianexpress.com/article/sports/ipl/not-getting-over-excited-with-the-wins-we-have-plans-virat-kohli-7274237/,"RCB managed only 149 for eight but the Kohli-led team stopped SRH at 143 for nine to notch up their second consecutive win of the tournament and go top of the points table.
"
469," April 15, 2021  7:40:49 pm","
FC Goa hold Laurent Blanc’s Al-Rayyan in AFC Champions League debut
",https://indianexpress.com/article/sports/football/fc-goa-hold-laurent-blancs-al-rayyan-in-afc-champions-league-debut-7274221/,FC Goa produced a commendable performance to keep the side coached by the former Paris Saint-Germain manager at bay for the full duration of the match.
470," April 15, 2021  7:40:49 pm","
Sunrisers mess up routine chase as RCB record second win in a row
",https://indianexpress.com/article/sports/ipl/sunrisers-mess-up-routine-chase-as-rcb-record-second-win-in-a-row-7273949/,"Shahbaz Ahmed does a Rahul Chahar, while Glenn Maxwell branches out for RCB"
471," April 15, 2021  7:40:49 pm","
Watch: Virat Kohli, absolutely livid with himself, smashes chair; reprimanded
",https://indianexpress.com/article/sports/ipl/virat-kohli-srh-vs-rcb-chair-dugout-7273938/,RCB skipper Virat Kohli was visibly livid with himself after losing his wicket after playing himself in as he wanted to play deep against SRH.
472," April 15, 2021  7:40:49 pm","
Babar Azam smashes record-breaking 122 in Pakistan victory against South Africa
",https://indianexpress.com/article/sports/cricket/babar-azam-smashes-record-breaking-122-in-pakistan-victory-vs-south-africa-3rd-t20i-7273803/,"Babar Azam’s record T20 score for Pakistan, including 15 fours and four sixes off 59 balls, came a day after he became the top ranked one-day batsman"
473," April 15, 2021  7:40:49 pm","
Bengaluru FC score five past Tribhuvan Army, enter AFC Cup playoffs with ease
",https://indianexpress.com/article/sports/football/afc-cup-bengaluru-fc-vs-tribhuvan-army-report-7273897/,"Two goals from Rahul Bheke, two from Cleiton Silva and one from Sunil Chhetri put a seal on the tie and handed Bengaluru FC passage into the AFC Cup playoff stages."
474," April 15, 2021  7:40:49 pm","
Zimbabwe’s greatest Streak
",https://indianexpress.com/article/sports/cricket/heath-streak-zimbabwe-greatest-7273859/,"A stocky teenager to Zimbabwe's greatest Test captain, Heath Streak was his country's man-Friday on the cricket field."
475," April 15, 2021  7:40:49 pm","
AFC Champions League 2021 Highlights: FC Goa hold Al Rayyan to goalless draw
",https://indianexpress.com/article/sports/football/afc-champions-league-2021-fc-goa-vs-al-rayyan-live-score-updates-7273540/,AFC Champions League 2021 Highlights: FC Goa started their campaign in the continental competition against a side coached by former PSG manager Laurent Blanc.
476," April 15, 2021  7:48:00 am","
Slavia Prague’s Ondrej Kudela banned for 10 games over Rangers racism incident
",https://indianexpress.com/article/sports/football/ondrej-kudela-slavia-prague-vs-rangers-racism-ban-7273806/,"Rangers' Glen Kamara complained of being racially abused by Ondrej Kudela in a UEFA Europa League contest, when the Scottish club was knocked out in the second leg of the last-16 tie."
477," April 15, 2021  7:48:00 am","
Novak Djokovic beats Jannik Sinner to make successful return at Monte Carlo
",https://indianexpress.com/article/sports/tennis/novak-djokovic-monte-carlo-masters-return-7273794/,"Facing a stern test in his first competitive match since his ninth Australian Open win, Novak Djokovic eased into his clay-court routine to reach the third round and improve his unbeaten record."
478," April 15, 2021  7:48:00 am","
21 at women’s national boxing camp, including coaches, test positive for COVID-19
",https://indianexpress.com/article/sports/sport-others/india-women-national-boxing-camp-21-covid-19-positives-7273683/,All those who have tested positive for COVID-19 are asymptomatic and have been moved to a quarantine zone as per the SAI protocol.
479," April 15, 2021  7:48:00 am","
IPL 2021, SRH vs RCB Highlights: SRH batting collapses as RCB win by 6 runs
",https://indianexpress.com/article/sports/ipl/ipl-2021-srh-vs-rcb-live-cricket-score-online-7273584/," IPL 2021, SRH vs RCB Highlights: Man of the Match Glenn Maxwell hit his first half-century for RCB helping them post a respectable total on the board"
480," April 15, 2021  7:48:00 am","
Rishabh Pant’s way of thinking has shades of Kohli, Williamson: Ricky Ponting
",https://indianexpress.com/article/sports/ipl/rishabh-pant-captaincy-kohli-williamson-ponting-comments-7273563/,Rishabh Pant won his debut match as captain in the IPL 2021 against MS Dhoni's Chennai Super Kings and Delhi Capitals head coach Ricky Ponting believes that his energy is simply hard to miss.
481," April 15, 2021  7:48:00 am","
Hansi Flick mulls coaching future at Bayern Munich amid Germany links
",https://indianexpress.com/article/sports/football/hansi-flick-bayern-munich-germany-future-links-7273518/,"Hansi Flick led Bayern Munich to a UEFA Champions League, Bundesliga and DFB Pokal treble after taking over from Niko Kovac in November 2019."
482," April 15, 2021  7:48:00 am","
Who is Heath Streak, the former Zimbabwe captain banned for eight years?
",https://indianexpress.com/article/sports/cricket/who-is-heath-streak-the-former-zimbabwe-cricketer-who-is-banned-by-icc-for-8-years-7273470/,"Heath Streak is the only Zimbabwe cricketer to have more than 1,000 runs and 100 wickets in Test cricket."
483," April 15, 2021  7:48:00 am","
Neymar says contract extension ‘not a topic any more’ at Paris Saint-Germain
",https://indianexpress.com/article/sports/football/neymar-psg-contract-extension-comments-7273491/,"Paris Saint-Germain smashed the world record transfer fee when they spent 222 million euros in 2017 to bring Neymar from Barcelona. Since then, he has won three Ligue 1 titles and two French Cups."
484," April 15, 2021  7:48:00 am","
India predicted to have bumper harvest in Tokyo – 17 medals including four gold
",https://indianexpress.com/article/sports/sport-others/india-tokyo-olympics-gracenote-medal-prediction-7273504/,"According to Gracenote's statistical data, India is set to win eight medals in shooting, four in boxing, three in wrestling and one each in archery and weightlifting in the upcoming Tokyo Olympics."
485," April 15, 2021  7:48:00 am","
Heath Streak banned for eight years for graft; contacted bookie during IPL 2018
",https://indianexpress.com/article/sports/cricket/heath-streak-icc-corruption-breaches-eight-year-ban-7273474/,"According to ICC's statement, Heath Streak disclosed inside information in relation to matches in the 2018 tri-series involving Zimbabwe, Bangladesh and Sri Lanka, the IPL 2018, and the APL 2018."
486," April 15, 2021  7:48:00 am","
Fear of failure has often pushed me to focus more: AB de Villiers
",https://indianexpress.com/article/sports/ipl/ipl-2021-fear-of-failure-has-often-pushed-me-to-focus-more-ab-de-villiers-7273369/,"Playing his first game in almost five months, de Villiers brought back his heydays with a match-winning knock for Royal Challengers Bangalore against defending champions Mumbai Indians in the IPL opener."
487," April 15, 2021  7:48:00 am","
IPL 2021: Delhi Capitals’ Anrich Nortje reportedly tests positive for Covid-19
",https://indianexpress.com/article/sports/ipl/ipl-2021-delhi-capitals-anrich-nortje-tests-positive-for-covid-19-7273333/,"Nortje, who flew in to India along with fellow paceman Kagiso Rabada, is asymptomatic at the moment with results of a further test awaited later on Wednesday."
488," April 15, 2021  7:48:00 am","
IPL 2021, SRH vs RCB: When and where to watch
",https://indianexpress.com/article/sports/ipl/ipl-2021-srh-vs-rcb-live-streaming-7273152/,IPL 2021 SRH vs RCB: Sunrisers Hyderabad take on Royal Challengers Bangalore in their second game
489," April 15, 2021  7:48:00 am","
ICC ODI rankings: Babar Azam surpasses Virat Kohli to become No.1 ODI batsman
",https://indianexpress.com/article/sports/cricket/icc-odi-rankings-babar-azam-surpasses-virat-kohli-to-become-no-1-odi-batsman-7273301/,Babar Azam rose to the top after he became the second-highest run-scorer in the recently concluded three-match ODI series against South Africa. The right-hander scored 228 runs with the highest score of 103.
490," April 15, 2021  7:48:00 am","
Rishabh Pant has grown in last 4 months, will do a good job: Brian Lara
",https://indianexpress.com/article/sports/ipl/ipl-2021-rishabh-pant-has-grown-in-last-4-months-will-do-a-good-job-brian-lara-7273237/,"Rishabh Pant, a hard-hitting batsman, is in the form of his life and has emerged as a match-winner for India in the series against Australia and England."
491," April 15, 2021  7:48:00 am","
FC Goa aim to fly the Indian flag high in AFC Champions League: Juan Ferrando
",https://indianexpress.com/article/sports/football/juan-ferrando-fc-goa-afc-champions-league-debut-comments-7272942/,"Entering unchartered territory on the back of their ISL success last season, FC Goa will be up against Al-Rayyan, Persepolis, and Al Wahda during the AFC Champions League group stage."
492," April 15, 2021  7:48:00 am","
Rajasthan Royals look to skipper Sanju Samson for inspiration against confident Delhi Capitals
",https://indianexpress.com/article/sports/ipl/beleaguered-rajasthan-royals-look-to-skipper-samson-for-inspiration-against-confident-delhi-capitals-7273173/,Rajasthan Royals would hope for another inspirational knock from new skipper Sanju Samson when it faces a confident Delhi Capitals in an IPL match on Wednesday.
493," April 15, 2021  7:48:00 am","
South Africa vs Pakistan 3rd T20I Live Cricket Streaming: When and where to watch
",https://indianexpress.com/article/sports/cricket/south-africa-vs-pakistan-3rd-t20i-live-cricket-streaming-7273143/,South Africa vs Pakistan (SA vs PAK) 3rd T20I Live Cricket Score Streaming Online: The four-match series between South Africa and Pakistan is levelled at 1-1
494," April 15, 2021  7:48:00 am","
Kane Williamson wins New Zealand player of the year for fourth time
",https://indianexpress.com/article/sports/cricket/kane-williamson-wins-new-zealand-player-of-the-year-for-fourth-time-7273124/,"Williamson, the number one Test batsman, also bagged the International Test Player of the Year award as he led from the front with New Zealand winning 17 of 20 matches across all formats played over their summer, winning all seven series.
"
495," April 15, 2021  7:48:00 am","
With 100 days to go, Tokyo scrambles to stage pandemic Olympics
",https://indianexpress.com/article/sports/with-100-days-to-go-tokyo-scrambles-to-stage-pandemic-olympics-7273074/,"But 100 days before the start of the Olympics, the organisers face a deluge of challenges and growing uncertainty as the pandemic rages around the world, affecting decisions on everything from athlete safety to spectator numbers to ticket sales."
496," April 15, 2021  7:48:00 am","
Rahul Chahar credits Rohit’s captaincy mantra for epic turnaround against KKR
",https://indianexpress.com/article/sports/ipl/rahul-chahar-credits-rohits-captaincy-mantra-for-epic-turnaround-against-kkr-andre-russell-7273031/,"Rahul Chahar, who has played three T20Is for India, said he didn't feel much pressure as he is used to bowling to the likes of Hardik Pandya and Kieron Pollard at the nets."
497," April 15, 2021  7:48:00 am","
IPL 2021, SRH vs RCB: No Kane Williamson as Hyderabad opt to bowl first
",https://indianexpress.com/article/sports/ipl/srh-vs-rcb-predicted-playing-11-ipl-2021-live-updates-7273004/,"IPL 2021, SRH vs RCB: Royal Challengers Bangalore look to consolidate position as Sunrisers Hyderabad eye first win of the campaign."
498," April 15, 2021  7:48:00 am","
It was an excellent fightback, won’t see a game like this: Rohit Sharma
",https://indianexpress.com/article/sports/ipl/it-was-an-excellent-fightback-wont-see-a-game-like-this-rohit-sharma-7272923/,"""It was an excellent fightback by each one of them. You don't see a game like this often. We will take lots of confidence from this game as we move forward,"" Rohit said at the post-match presentation ceremony."
499," April 15, 2021  7:48:00 am","
Chelsea see off Porto to reach Champions League semis despite Taremi stunner
",https://indianexpress.com/article/sports/football/chelsea-see-off-porto-to-reach-champions-league-semis-despite-taremi-stunner-7272796/,The substitute had been responsible for his side’s only attempt on target as they chased a 2-0 deficit from last week’s first leg but he provided an emphatic response in a cagey game with his acrobatic strike deep into added time.
500," April 15, 2021  7:48:00 am","
PSG knock holders Bayern out of Champions League to reach semis
",https://indianexpress.com/article/sports/football/psg-knock-holders-bayern-out-of-champions-league-to-reach-semis-7272785/,Bayern striker Eric Choupo-Moting scored the only goal before the interval but it was not enough to overturn the German side’s 3-2 loss in last week’s first leg.
501," April 14, 2021  10:35:45 am","
Emotional Rollercoaster: Harbhajan loses Surya battle, Boult’s smile & Hardik’s popping eyes
",https://indianexpress.com/article/sports/ipl/ipl-2021-mi-vs-kkr-emotional-rollercoaster-harbhajan-loses-surya-battle-7272752/,Harbhajan is well aware of his erstwhile teammate’s innovations and hitting range. But Yadav’s irreverence visibly hurt his professional pride.
502," April 14, 2021  10:35:45 am","
Real Madrid’s Sergio Ramos tests positive for the coronavirus
",https://indianexpress.com/article/sports/football/real-madrids-sergio-ramos-tests-positive-for-the-coronavirus-7272478/,Sergio Ramos had already been ruled out of Wednesday’s second leg against Liverpool in the Champions League quarterfinals because of a muscle injury.
503," April 14, 2021  10:35:45 am","
Champions’ stuff: MI come back from the dead as KKR flounder from a winning position
",https://indianexpress.com/article/sports/ipl/mumbai-back-from-dead-kkr-flounder-winning-position-against-bogey-team-7272481/,Rahul Chahar and Krunal Pandya’s classical tunes trump Andre Russell-Pat Cummins jugalbandi 
504," April 14, 2021  10:35:45 am","
Explosion rocks football ground during match in Pakistan; 12 injured
",https://indianexpress.com/article/sports/football/explosion-rocks-football-ground-during-match-in-pakistan-12-injured-7272468/,"A senior police official said that the explosion took place at the final match of the tournament.
"
505," April 14, 2021  10:35:45 am","
KKR does harakiri as MI records stunning 10-run win
",https://indianexpress.com/article/sports/ipl/kkr-does-harakiri-as-mi-records-stunning-10-run-win-7272474/,"Chasing a target of 153, KKR were on course reaching 122 for 4 in the 15th over before the last five fetched only 20 runs as they stunningly fell short giving defending champions their first win.
"
506," April 14, 2021  10:35:45 am","
KKR co-owner Shah Rukh Khan apologises to fans for ‘disapponting performance’ against Mumbai Indians
",https://indianexpress.com/article/sports/ipl/kkr-co-owner-shah-rukh-khan-apology-fans-tweet-disappointing-performance-kkr-vs-mi-7272459/,Kiwi fast bowler Trent Boult was spot on with his executions and got the wicket of Russell and Pat Cummins with consecutive deliveries to help MI win the match by 10 runs
507," April 14, 2021  10:35:45 am","
After months of frustration and no competition, Deepak Hooda makes a statement with the bat
",https://indianexpress.com/article/sports/ipl/after-months-of-frustration-and-no-competition-deepak-hooda-makes-a-statement-with-the-bat-7272447/,Deepak Hooda was making a statement to those who didn't back him.
508," April 14, 2021  10:35:45 am","
Pep Guardiola a ‘failure’ if City loses in Champions League
",https://indianexpress.com/article/sports/football/pep-guardiola-a-failure-if-city-loses-in-champions-league-7272404/,"Since Guardiola joined in 2016, City was eliminated by Monaco in the last 16 before losing in the quarterfinals in three straight seasons, to Liverpool, Tottenham and Lyon."
509," April 14, 2021  10:35:45 am","
Ben Stokes ruled out of IPL 2021
",https://indianexpress.com/article/sports/ipl/ben-stokes-out-of-indian-premier-league-2021-injury-details-7272388/,Ben Stokes was injured while taking a diving catch to dismiss West Indies dasher Chris Gayle on April 12.
510," April 14, 2021  10:35:45 am","
In speedy Prasad, India find a creative midfielder to fill a void
",https://indianexpress.com/article/sports/hockey/in-speedy-prasad-india-find-a-creative-midfielder-to-fill-a-void-7272383/,"Wrong-footing the opponents, as he did with Ortiz, has been Prasad’s trademark since he started playing."
511," April 14, 2021  10:35:45 am","
In Asian Champions League, 4-foreign player rule test for FC Goa
",https://indianexpress.com/article/sports/football/in-asian-champions-league-4-foreign-player-rule-test-for-fc-goa-7272371/,The Asian Football Confederation follows a rule that states that teams can only play with four foreign players on the pitch at any given time and can have a total of five in their squad.
512," April 14, 2021  10:35:45 am","
Andre Russell roars at the death, slays MI with five-for
",https://indianexpress.com/article/sports/ipl/andre-russell-roars-at-the-death-slays-mi-with-a-killer-five-wickets-in-2-overs-7272340/,Andre Russell's 5/ 15 is now the best figure by a bowler against Mumbai Indians.
513," April 14, 2021  10:35:45 am","
Sachin Tendulkar didn’t need to get admitted to the hospital: Maharashtra minister
",https://indianexpress.com/article/sports/sport-others/sachin-tendulkar-didnt-need-to-get-admitted-to-the-hospital-maharashtra-minister-7272297/,Sachin Tendulkar was hospitalised as a precautionary measure after testing positive for the coronavirus.
514," April 14, 2021  10:35:45 am","
Liverpool’s Klopp urges caution against high-flying but depleted Real Madrid
",https://indianexpress.com/article/sports/football/liverpool-klopp-urges-caution-against-high-flying-but-depleted-real-madrid-7272260/,"Real are struggling with injuries and fitness issues, however, with Zinedine Zidane's side suffering more injuries than any other team in La Liga this season."
515," April 14, 2021  10:35:45 am","
India A tour of England postponed due to Covid-19 restrictions
",https://indianexpress.com/article/sports/cricket/india-a-tour-of-england-postponed-due-to-covid-19-restrictions-7272223/,"The ECB said the decision to tweak the calendar was made to deliver ""the safest possible environment"" for the international matches scheduled over the English summer."
516," April 14, 2021  10:35:45 am","
I have more fours than him: Rohit Sharma on IPL comparison with Chris Gayle
",https://indianexpress.com/article/sports/ipl/i-have-more-fours-than-him-rohit-sharma-on-ipl-comparison-with-chris-gayle-7271955/,"Rohit Sharma said that Chris Gayle might have hit more sixes, but he has hit more boundaries than the West Indian. "
517," April 14, 2021  10:35:45 am","
Watch: Sharjeel Khan makes a mess of a regulation catch in SA vs PAK T20I
",https://indianexpress.com/article/sports/cricket/sharjeel-khan-regulation-catch-drop-george-linde-usman-qadir-pakistan-vs-south-africa-2nd-t20i-7271866/,Sharjeel Khan had a forgettable outing against South Africa in the second T20I as he failed to make a mark with the bat and later misjudged a regulation catch
518," April 14, 2021  10:35:45 am","
New Zealand Cricket Awards: Kane Williamson wins Sir Richard Hadlee Medal for fourth time
",https://indianexpress.com/article/sports/cricket/new-zealand-cricket-awards-kane-williamson-wins-sir-richard-hadlee-medal-for-fourth-time-7271996/,Kane Williamson's incredible home Test summer helped him clinch the two awards alongside the Redpath Cup for first-class batting
519," April 14, 2021  10:35:45 am","
IPL 2021, KKR vs MI Highlights: Mumbai win by 10 runs as Kolkata collapse in death overs
",https://indianexpress.com/article/sports/ipl/ipl-2021-kkr-vs-mi-live-cricket-score-streaming-7271799/,"IPL 2021, KKR vs MI Highlights: Kolkata Knight Riders suffer major batting collapse as they fail to chase down 153 "
520," April 14, 2021  10:35:45 am","
England paceman Jofra Archer cleared to train again after hand surgery
",https://indianexpress.com/article/sports/cricket/england-paceman-jofra-archer-cleared-to-train-again-after-hand-surgery-7271924/,"Jofra Archer has been cleared to resume light training following surgery for a freak hand injury with no timeline for his return to competitive action, the England and Wales Cricket Board (ECB) said on Tuesday."
